id,masv,hoten,sdt,diachi,lop,ma_nganh,ngay_sinh,gioi_tinh,ghi_chu
4204,SV04204,Sinh viên 4204,0978153942,Hạ Long 4204,KT5,KT,11/04/2003,Nữ,
4205,SV04205,Sinh viên 4205,0951833956,Hạ Long 4205,NN4,NN,07/05/2004,Nam,
4206,SV04206,Sinh viên 4206,0974140959,Hạ Long 4206,DL5,DL,26/03/2004,Nam,
4207,SV04207,Sinh viên 4207,0913736793,Hạ Long 4207,NN1,NN,02/08/2002,Nữ,
4208,SV04208,Sinh viên 4208,0944272715,Hạ Long 4208,QTKD5,QTKD,28/08/2000,Nam,
4209,SV04209,Sinh viên 4209,0999514573,Hạ Long 4209,DL3,DL,22/12/2001,Nam,
4210,SV04210,Sinh viên 4210,0988987228,Hạ Long 4210,NN1,NN,18/07/2001,Nam,
4211,SV04211,Sinh viên 4211,0935810044,Hạ Long 4211,NN5,NN,06/10/2005,Nam,
4212,SV04212,Sinh viên 4212,0987519573,Hạ Long 4212,QTKD3,QTKD,01/08/2004,Nam,
4213,SV04213,Sinh viên 4213,0973168656,Hạ Long 4213,QTKD3,QTKD,16/08/2003,Nữ,
4214,SV04214,Sinh viên 4214,0961564914,Hạ Long 4214,DL1,DL,18/04/2000,Nam,
4215,SV04215,Sinh viên 4215,0915151070,Hạ Long 4215,NN4,NN,12/04/2002,Nam,
4216,SV04216,Sinh viên 4216,0974141017,Hạ Long 4216,NN5,NN,27/10/2003,Nam,
4217,SV04217,Sinh viên 4217,0912036804,Hạ Long 4217,DL4,DL,21/10/2005,Nữ,
4218,SV04218,Sinh viên 4218,0929068643,Hạ Long 4218,DL4,DL,17/11/2005,Nam,
4219,SV04219,Sinh viên 4219,0994554952,Hạ Long 4219,CNTT5,CNTT,12/11/2005,Nam,
4220,SV04220,Sinh viên 4220,0962132274,Hạ Long 4220,QTKD4,QTKD,15/06/2004,Nam,
4221,SV04221,Sinh viên 4221,0983503763,Hạ Long 4221,KT2,KT,17/06/2002,Nam,
4222,SV04222,Sinh viên 4222,0952312753,Hạ Long 4222,CNTT4,CNTT,09/09/2004,Nam,
4223,SV04223,Sinh viên 4223,0945498895,Hạ Long 4223,DL1,DL,15/11/2002,Nữ,
4224,SV04224,Sinh viên 4224,0919515783,Hạ Long 4224,NN2,NN,11/11/2002,Nữ,
4225,SV04225,Sinh viên 4225,0923942378,Hạ Long 4225,DL1,DL,23/10/2001,Nữ,
4226,SV04226,Sinh viên 4226,0917318937,Hạ Long 4226,DL3,DL,11/09/2004,Nữ,
4227,SV04227,Sinh viên 4227,0913565168,Hạ Long 4227,QTKD3,QTKD,28/02/2001,Nam,
4228,SV04228,Sinh viên 4228,0966815788,Hạ Long 4228,KT4,KT,26/11/2004,Nữ,
4229,SV04229,Sinh viên 4229,0974882726,Hạ Long 4229,DL4,DL,11/05/2004,Nữ,
4230,SV04230,Sinh viên 4230,0950693615,Hạ Long 4230,DL5,DL,19/12/2004,Nam,
4231,SV04231,Sinh viên 4231,0917571958,Hạ Long 4231,NN3,NN,15/03/2004,Nam,
4232,SV04232,Sinh viên 4232,0988628501,Hạ Long 4232,NN4,NN,07/02/2002,Nam,
4233,SV04233,Sinh viên 4233,0966941320,Hạ Long 4233,NN5,NN,09/03/2001,Nữ,
4234,SV04234,Sinh viên 4234,0998092656,Hạ Long 4234,QTKD3,QTKD,11/11/2000,Nữ,
4235,SV04235,Sinh viên 4235,0952415226,Hạ Long 4235,DL2,DL,06/01/2001,Nữ,
4236,SV04236,Sinh viên 4236,0928279772,Hạ Long 4236,KT5,KT,18/10/2000,Nữ,
4237,SV04237,Sinh viên 4237,0913286889,Hạ Long 4237,NN3,NN,23/08/2004,Nam,
4238,SV04238,Sinh viên 4238,0965321999,Hạ Long 4238,KT1,KT,20/01/2005,Nữ,
4239,SV04239,Sinh viên 4239,0928254851,Hạ Long 4239,QTKD3,QTKD,03/11/2000,Nam,
4240,SV04240,Sinh viên 4240,0917088217,Hạ Long 4240,DL4,DL,06/09/2005,Nữ,
4241,SV04241,Sinh viên 4241,0910967522,Hạ Long 4241,CNTT4,CNTT,07/11/2003,Nam,
4242,SV04242,Sinh viên 4242,0940946924,Hạ Long 4242,CNTT4,CNTT,07/06/2000,Nữ,
4243,SV04243,Sinh viên 4243,0960886259,Hạ Long 4243,CNTT2,CNTT,22/09/2000,Nữ,
4244,SV04244,Sinh viên 4244,0989354785,Hạ Long 4244,NN2,NN,15/06/2000,Nữ,
4245,SV04245,Sinh viên 4245,0991115048,Hạ Long 4245,QTKD4,QTKD,21/07/2005,Nữ,
4246,SV04246,Sinh viên 4246,0958600083,Hạ Long 4246,KT2,KT,20/07/2000,Nam,
4247,SV04247,Sinh viên 4247,0956750652,Hạ Long 4247,NN3,NN,13/01/2001,Nam,
4248,SV04248,Sinh viên 4248,0940949469,Hạ Long 4248,CNTT4,CNTT,16/12/2001,Nữ,
4249,SV04249,Sinh viên 4249,0998046431,Hạ Long 4249,QTKD3,QTKD,18/03/2000,Nữ,
4250,SV04250,Sinh viên 4250,0993535980,Hạ Long 4250,KT5,KT,11/05/2002,Nữ,
4251,SV04251,Sinh viên 4251,0936074248,Hạ Long 4251,CNTT4,CNTT,25/07/2005,Nữ,
4252,SV04252,Sinh viên 4252,0931699483,Hạ Long 4252,CNTT3,CNTT,08/06/2005,Nữ,
4253,SV04253,Sinh viên 4253,0912884830,Hạ Long 4253,QTKD3,QTKD,25/08/2003,Nam,
4254,SV04254,Sinh viên 4254,0935310095,Hạ Long 4254,CNTT2,CNTT,15/04/2000,Nữ,
4255,SV04255,Sinh viên 4255,0977536166,Hạ Long 4255,KT5,KT,28/03/2000,Nữ,
4256,SV04256,Sinh viên 4256,0920022294,Hạ Long 4256,NN1,NN,28/10/2005,Nữ,
4257,SV04257,Sinh viên 4257,0960593826,Hạ Long 4257,QTKD4,QTKD,16/07/2005,Nam,
4258,SV04258,Sinh viên 4258,0973782782,Hạ Long 4258,KT2,KT,05/03/2005,Nữ,
4259,SV04259,Sinh viên 4259,0917876426,Hạ Long 4259,CNTT2,CNTT,14/03/2001,Nữ,
4260,SV04260,Sinh viên 4260,0953306668,Hạ Long 4260,CNTT2,CNTT,19/04/2000,Nữ,
4261,SV04261,Sinh viên 4261,0922537051,Hạ Long 4261,KT4,KT,20/03/2002,Nữ,
4262,SV04262,Sinh viên 4262,0968452023,Hạ Long 4262,NN1,NN,25/05/2005,Nữ,
4263,SV04263,Sinh viên 4263,0932884740,Hạ Long 4263,QTKD3,QTKD,24/01/2001,Nữ,
4264,SV04264,Sinh viên 4264,0931895155,Hạ Long 4264,KT3,KT,13/12/2005,Nam,
4265,SV04265,Sinh viên 4265,0918429432,Hạ Long 4265,CNTT5,CNTT,12/08/2005,Nữ,
4266,SV04266,Sinh viên 4266,0932232803,Hạ Long 4266,DL4,DL,19/01/2003,Nữ,
4267,SV04267,Sinh viên 4267,0920346561,Hạ Long 4267,KT3,KT,21/05/2000,Nữ,
4268,SV04268,Sinh viên 4268,0945543101,Hạ Long 4268,NN1,NN,14/07/2005,Nam,
4269,SV04269,Sinh viên 4269,0919393067,Hạ Long 4269,DL4,DL,06/10/2000,Nữ,
4270,SV04270,Sinh viên 4270,0913031939,Hạ Long 4270,NN3,NN,16/09/2000,Nam,
4271,SV04271,Sinh viên 4271,0942452258,Hạ Long 4271,DL1,DL,25/12/2000,Nữ,
4272,SV04272,Sinh viên 4272,0971644542,Hạ Long 4272,CNTT3,CNTT,20/12/2000,Nữ,
4273,SV04273,Sinh viên 4273,0984596012,Hạ Long 4273,QTKD1,QTKD,07/10/2000,Nữ,
4274,SV04274,Sinh viên 4274,0992804318,Hạ Long 4274,KT4,KT,20/11/2003,Nữ,
4275,SV04275,Sinh viên 4275,0987793964,Hạ Long 4275,DL4,DL,10/03/2005,Nữ,
4276,SV04276,Sinh viên 4276,0967256004,Hạ Long 4276,NN5,NN,27/10/2004,Nữ,
4277,SV04277,Sinh viên 4277,0958032352,Hạ Long 4277,DL3,DL,16/09/2004,Nữ,
4278,SV04278,Sinh viên 4278,0937511060,Hạ Long 4278,CNTT3,CNTT,09/09/2004,Nam,
4279,SV04279,Sinh viên 4279,0983148061,Hạ Long 4279,NN4,NN,23/08/2001,Nữ,
4280,SV04280,Sinh viên 4280,0928001963,Hạ Long 4280,DL4,DL,04/12/2005,Nam,
4281,SV04281,Sinh viên 4281,0985758530,Hạ Long 4281,CNTT1,CNTT,21/04/2002,Nữ,
4282,SV04282,Sinh viên 4282,0983593642,Hạ Long 4282,NN4,NN,08/09/2003,Nam,
4283,SV04283,Sinh viên 4283,0989052503,Hạ Long 4283,CNTT3,CNTT,15/08/2005,Nam,
4284,SV04284,Sinh viên 4284,0987428710,Hạ Long 4284,KT1,KT,25/09/2000,Nữ,
4285,SV04285,Sinh viên 4285,0992587702,Hạ Long 4285,KT4,KT,02/06/2004,Nữ,
4286,SV04286,Sinh viên 4286,0914271123,Hạ Long 4286,KT2,KT,05/01/2005,Nữ,
4287,SV04287,Sinh viên 4287,0917198266,Hạ Long 4287,DL1,DL,17/09/2003,Nữ,
4288,SV04288,Sinh viên 4288,0919063513,Hạ Long 4288,KT2,KT,01/05/2003,Nam,
4289,SV04289,Sinh viên 4289,0931496961,Hạ Long 4289,CNTT5,CNTT,10/07/2003,Nam,
4290,SV04290,Sinh viên 4290,0952262891,Hạ Long 4290,DL1,DL,14/10/2004,Nam,
4291,SV04291,Sinh viên 4291,0916449576,Hạ Long 4291,DL5,DL,04/07/2005,Nữ,
4292,SV04292,Sinh viên 4292,0938681526,Hạ Long 4292,CNTT1,CNTT,22/11/2005,Nam,
4293,SV04293,Sinh viên 4293,0931607550,Hạ Long 4293,NN2,NN,08/05/2004,Nữ,
4294,SV04294,Sinh viên 4294,0963083700,Hạ Long 4294,QTKD4,QTKD,08/06/2002,Nữ,
4295,SV04295,Sinh viên 4295,0986728590,Hạ Long 4295,QTKD3,QTKD,07/11/2003,Nữ,
4296,SV04296,Sinh viên 4296,0956285016,Hạ Long 4296,QTKD5,QTKD,10/06/2003,Nữ,
4297,SV04297,Sinh viên 4297,0923994070,Hạ Long 4297,KT5,KT,11/05/2005,Nữ,
4298,SV04298,Sinh viên 4298,0990451345,Hạ Long 4298,DL1,DL,17/06/2000,Nữ,
4299,SV04299,Sinh viên 4299,0976105307,Hạ Long 4299,KT2,KT,23/07/2001,Nữ,
4300,SV04300,Sinh viên 4300,0965989477,Hạ Long 4300,DL4,DL,21/10/2001,Nữ,
4301,SV04301,Sinh viên 4301,0969652235,Hạ Long 4301,KT2,KT,15/06/2005,Nam,
4302,SV04302,Sinh viên 4302,0961242346,Hạ Long 4302,CNTT3,CNTT,21/10/2005,Nữ,
4303,SV04303,Sinh viên 4303,0954737746,Hạ Long 4303,KT1,KT,04/02/2000,Nam,
4304,SV04304,Sinh viên 4304,0957201550,Hạ Long 4304,QTKD1,QTKD,02/10/2005,Nam,
4305,SV04305,Sinh viên 4305,0928930348,Hạ Long 4305,CNTT4,CNTT,22/06/2004,Nữ,
4306,SV04306,Sinh viên 4306,0942396092,Hạ Long 4306,NN4,NN,10/01/2002,Nữ,
4307,SV04307,Sinh viên 4307,0967601060,Hạ Long 4307,CNTT4,CNTT,20/04/2001,Nam,
4308,SV04308,Sinh viên 4308,0934668510,Hạ Long 4308,QTKD1,QTKD,22/02/2003,Nam,
4309,SV04309,Sinh viên 4309,0995360921,Hạ Long 4309,QTKD3,QTKD,26/12/2003,Nam,
4310,SV04310,Sinh viên 4310,0951744908,Hạ Long 4310,CNTT2,CNTT,01/09/2004,Nữ,
4311,SV04311,Sinh viên 4311,0969794769,Hạ Long 4311,NN3,NN,07/07/2001,Nam,
4312,SV04312,Sinh viên 4312,0963265683,Hạ Long 4312,DL5,DL,20/07/2001,Nam,
4313,SV04313,Sinh viên 4313,0986278145,Hạ Long 4313,QTKD1,QTKD,26/03/2001,Nam,
4314,SV04314,Sinh viên 4314,0936474159,Hạ Long 4314,DL3,DL,26/06/2004,Nam,
4315,SV04315,Sinh viên 4315,0979294261,Hạ Long 4315,DL3,DL,14/03/2000,Nam,
4316,SV04316,Sinh viên 4316,0979867193,Hạ Long 4316,CNTT5,CNTT,22/02/2004,Nữ,
4317,SV04317,Sinh viên 4317,0988827251,Hạ Long 4317,NN2,NN,24/10/2000,Nữ,
4318,SV04318,Sinh viên 4318,0994866602,Hạ Long 4318,NN4,NN,14/12/2000,Nam,
4319,SV04319,Sinh viên 4319,0958565839,Hạ Long 4319,KT2,KT,16/10/2002,Nam,
4320,SV04320,Sinh viên 4320,0979206863,Hạ Long 4320,KT4,KT,07/03/2004,Nam,
4321,SV04321,Sinh viên 4321,0983161566,Hạ Long 4321,KT3,KT,04/06/2004,Nam,
4322,SV04322,Sinh viên 4322,0988166706,Hạ Long 4322,QTKD2,QTKD,04/08/2002,Nữ,
4323,SV04323,Sinh viên 4323,0985364762,Hạ Long 4323,NN3,NN,07/02/2000,Nam,
4324,SV04324,Sinh viên 4324,0918301597,Hạ Long 4324,KT1,KT,20/03/2003,Nữ,
4325,SV04325,Sinh viên 4325,0986755128,Hạ Long 4325,QTKD4,QTKD,23/12/2000,Nam,
4326,SV04326,Sinh viên 4326,0972037926,Hạ Long 4326,DL2,DL,26/09/2003,Nữ,
4327,SV04327,Sinh viên 4327,0935503572,Hạ Long 4327,KT1,KT,13/09/2002,Nữ,
4328,SV04328,Sinh viên 4328,0912433668,Hạ Long 4328,CNTT3,CNTT,13/02/2004,Nam,
4329,SV04329,Sinh viên 4329,0951001956,Hạ Long 4329,CNTT4,CNTT,10/10/2001,Nữ,
4330,SV04330,Sinh viên 4330,0939403052,Hạ Long 4330,NN2,NN,21/10/2003,Nam,
4331,SV04331,Sinh viên 4331,0945214167,Hạ Long 4331,DL3,DL,09/07/2004,Nam,
4332,SV04332,Sinh viên 4332,0963586355,Hạ Long 4332,CNTT4,CNTT,20/10/2001,Nữ,
4333,SV04333,Sinh viên 4333,0920116044,Hạ Long 4333,QTKD2,QTKD,28/07/2000,Nữ,
4334,SV04334,Sinh viên 4334,0967341527,Hạ Long 4334,QTKD1,QTKD,23/11/2002,Nam,
4335,SV04335,Sinh viên 4335,0910225383,Hạ Long 4335,QTKD4,QTKD,12/07/2003,Nam,
4336,SV04336,Sinh viên 4336,0960143702,Hạ Long 4336,KT4,KT,01/06/2002,Nữ,
4337,SV04337,Sinh viên 4337,0967016386,Hạ Long 4337,KT1,KT,18/01/2004,Nữ,
4338,SV04338,Sinh viên 4338,0970882345,Hạ Long 4338,NN4,NN,27/06/2001,Nữ,
4339,SV04339,Sinh viên 4339,0974342611,Hạ Long 4339,DL5,DL,24/01/2004,Nữ,
4340,SV04340,Sinh viên 4340,0929280178,Hạ Long 4340,CNTT3,CNTT,20/01/2002,Nữ,
4341,SV04341,Sinh viên 4341,0948060247,Hạ Long 4341,CNTT5,CNTT,01/01/2001,Nữ,
4342,SV04342,Sinh viên 4342,0958076531,Hạ Long 4342,DL4,DL,28/01/2003,Nữ,
4343,SV04343,Sinh viên 4343,0955137107,Hạ Long 4343,KT5,KT,14/09/2002,Nữ,
4344,SV04344,Sinh viên 4344,0954892953,Hạ Long 4344,DL5,DL,17/10/2004,Nam,
4345,SV04345,Sinh viên 4345,0960586138,Hạ Long 4345,CNTT5,CNTT,18/04/2005,Nam,
4346,SV04346,Sinh viên 4346,0994403818,Hạ Long 4346,QTKD2,QTKD,10/04/2000,Nữ,
4347,SV04347,Sinh viên 4347,0994031264,Hạ Long 4347,CNTT5,CNTT,16/12/2002,Nữ,
4348,SV04348,Sinh viên 4348,0942220963,Hạ Long 4348,KT3,KT,27/11/2003,Nam,
4349,SV04349,Sinh viên 4349,0948723550,Hạ Long 4349,DL3,DL,06/12/2000,Nam,
4350,SV04350,Sinh viên 4350,0965335241,Hạ Long 4350,DL2,DL,18/11/2005,Nữ,
4351,SV04351,Sinh viên 4351,0931150496,Hạ Long 4351,DL2,DL,13/02/2004,Nữ,
4352,SV04352,Sinh viên 4352,0938458404,Hạ Long 4352,CNTT2,CNTT,03/06/2001,Nữ,
4353,SV04353,Sinh viên 4353,0999250513,Hạ Long 4353,NN5,NN,04/03/2001,Nam,
4354,SV04354,Sinh viên 4354,0915094727,Hạ Long 4354,DL1,DL,17/08/2005,Nữ,
4355,SV04355,Sinh viên 4355,0922618920,Hạ Long 4355,KT2,KT,11/09/2002,Nữ,
4356,SV04356,Sinh viên 4356,0945783698,Hạ Long 4356,CNTT1,CNTT,22/08/2005,Nữ,
4357,SV04357,Sinh viên 4357,0988237496,Hạ Long 4357,CNTT3,CNTT,09/01/2002,Nam,
4358,SV04358,Sinh viên 4358,0982996612,Hạ Long 4358,NN2,NN,25/04/2001,Nữ,
4359,SV04359,Sinh viên 4359,0964681830,Hạ Long 4359,KT5,KT,26/02/2004,Nam,
4360,SV04360,Sinh viên 4360,0927370063,Hạ Long 4360,CNTT3,CNTT,11/05/2002,Nữ,
4361,SV04361,Sinh viên 4361,0979949528,Hạ Long 4361,KT4,KT,20/08/2002,Nữ,
4362,SV04362,Sinh viên 4362,0944756425,Hạ Long 4362,DL2,DL,06/10/2000,Nữ,
4363,SV04363,Sinh viên 4363,0992431349,Hạ Long 4363,NN2,NN,28/01/2005,Nam,
4364,SV04364,Sinh viên 4364,0982273769,Hạ Long 4364,DL1,DL,24/08/2004,Nam,
4365,SV04365,Sinh viên 4365,0935618236,Hạ Long 4365,NN2,NN,26/05/2005,Nam,
4366,SV04366,Sinh viên 4366,0925835211,Hạ Long 4366,CNTT3,CNTT,04/03/2001,Nữ,
4367,SV04367,Sinh viên 4367,0927122895,Hạ Long 4367,KT5,KT,06/05/2002,Nữ,
4368,SV04368,Sinh viên 4368,0963487325,Hạ Long 4368,QTKD3,QTKD,03/01/2005,Nữ,
4369,SV04369,Sinh viên 4369,0978891435,Hạ Long 4369,KT2,KT,14/04/2002,Nam,
4370,SV04370,Sinh viên 4370,0973492087,Hạ Long 4370,KT2,KT,26/03/2003,Nữ,
4371,SV04371,Sinh viên 4371,0981100054,Hạ Long 4371,QTKD3,QTKD,08/10/2000,Nữ,
4372,SV04372,Sinh viên 4372,0958866515,Hạ Long 4372,NN2,NN,05/12/2002,Nam,
4373,SV04373,Sinh viên 4373,0936223808,Hạ Long 4373,KT2,KT,20/06/2004,Nam,
4374,SV04374,Sinh viên 4374,0978280879,Hạ Long 4374,QTKD1,QTKD,19/10/2000,Nam,
4375,SV04375,Sinh viên 4375,0953825039,Hạ Long 4375,CNTT2,CNTT,20/12/2003,Nam,
4376,SV04376,Sinh viên 4376,0989827269,Hạ Long 4376,KT5,KT,09/06/2003,Nam,
4377,SV04377,Sinh viên 4377,0953046897,Hạ Long 4377,QTKD4,QTKD,18/06/2000,Nữ,
4378,SV04378,Sinh viên 4378,0919235989,Hạ Long 4378,KT1,KT,12/12/2000,Nữ,
4379,SV04379,Sinh viên 4379,0932704237,Hạ Long 4379,KT5,KT,02/05/2004,Nam,
4380,SV04380,Sinh viên 4380,0911438347,Hạ Long 4380,CNTT2,CNTT,22/01/2005,Nữ,
4381,SV04381,Sinh viên 4381,0934089137,Hạ Long 4381,DL3,DL,07/08/2001,Nam,
4382,SV04382,Sinh viên 4382,0934619885,Hạ Long 4382,KT5,KT,12/08/2004,Nữ,
4383,SV04383,Sinh viên 4383,0958991619,Hạ Long 4383,KT3,KT,10/10/2000,Nam,
4384,SV04384,Sinh viên 4384,0932581531,Hạ Long 4384,NN4,NN,08/03/2005,Nam,
4385,SV04385,Sinh viên 4385,0921120094,Hạ Long 4385,NN5,NN,07/05/2005,Nữ,
4386,SV04386,Sinh viên 4386,0936395043,Hạ Long 4386,DL4,DL,28/12/2001,Nữ,
4387,SV04387,Sinh viên 4387,0925853845,Hạ Long 4387,NN2,NN,15/12/2004,Nam,
4388,SV04388,Sinh viên 4388,0995966419,Hạ Long 4388,NN5,NN,06/02/2001,Nam,
4389,SV04389,Sinh viên 4389,0984269254,Hạ Long 4389,QTKD5,QTKD,09/09/2005,Nữ,
4390,SV04390,Sinh viên 4390,0996708325,Hạ Long 4390,NN2,NN,27/01/2003,Nam,
4391,SV04391,Sinh viên 4391,0942910808,Hạ Long 4391,CNTT5,CNTT,06/05/2003,Nữ,
4392,SV04392,Sinh viên 4392,0915086432,Hạ Long 4392,CNTT5,CNTT,15/06/2005,Nữ,
4393,SV04393,Sinh viên 4393,0968290997,Hạ Long 4393,KT4,KT,19/03/2005,Nam,
4394,SV04394,Sinh viên 4394,0930176734,Hạ Long 4394,KT1,KT,15/10/2002,Nam,
4395,SV04395,Sinh viên 4395,0998800035,Hạ Long 4395,DL2,DL,03/12/2003,Nữ,
4396,SV04396,Sinh viên 4396,0994901468,Hạ Long 4396,QTKD4,QTKD,14/07/2002,Nữ,
4397,SV04397,Sinh viên 4397,0931740819,Hạ Long 4397,DL1,DL,17/06/2004,Nữ,
4398,SV04398,Sinh viên 4398,0984295183,Hạ Long 4398,NN2,NN,19/01/2004,Nữ,
4399,SV04399,Sinh viên 4399,0924372905,Hạ Long 4399,DL4,DL,23/07/2001,Nữ,
4400,SV04400,Sinh viên 4400,0974455324,Hạ Long 4400,DL3,DL,25/01/2000,Nữ,
4401,SV04401,Sinh viên 4401,0916358202,Hạ Long 4401,CNTT2,CNTT,13/05/2001,Nữ,
4402,SV04402,Sinh viên 4402,0929142145,Hạ Long 4402,QTKD4,QTKD,27/08/2002,Nữ,
4403,SV04403,Sinh viên 4403,0954809136,Hạ Long 4403,KT2,KT,19/07/2000,Nam,
4404,SV04404,Sinh viên 4404,0927027220,Hạ Long 4404,CNTT2,CNTT,11/03/2000,Nam,
4405,SV04405,Sinh viên 4405,0939097665,Hạ Long 4405,DL4,DL,12/10/2005,Nữ,
4406,SV04406,Sinh viên 4406,0983719385,Hạ Long 4406,DL5,DL,17/08/2004,Nữ,
4407,SV04407,Sinh viên 4407,0955456568,Hạ Long 4407,KT1,KT,07/11/2002,Nam,
4408,SV04408,Sinh viên 4408,0990004531,Hạ Long 4408,DL4,DL,11/09/2000,Nữ,
4409,SV04409,Sinh viên 4409,0981741510,Hạ Long 4409,NN1,NN,08/11/2001,Nữ,
4410,SV04410,Sinh viên 4410,0935925420,Hạ Long 4410,CNTT1,CNTT,21/08/2005,Nữ,
4411,SV04411,Sinh viên 4411,0920710773,Hạ Long 4411,DL5,DL,09/04/2004,Nữ,
4412,SV04412,Sinh viên 4412,0969058834,Hạ Long 4412,CNTT1,CNTT,17/09/2000,Nam,
4413,SV04413,Sinh viên 4413,0999897349,Hạ Long 4413,NN2,NN,02/03/2001,Nữ,
4414,SV04414,Sinh viên 4414,0934060977,Hạ Long 4414,CNTT2,CNTT,02/02/2005,Nữ,
4415,SV04415,Sinh viên 4415,0994858289,Hạ Long 4415,CNTT4,CNTT,08/06/2003,Nữ,
4416,SV04416,Sinh viên 4416,0929610575,Hạ Long 4416,DL3,DL,02/12/2005,Nữ,
4417,SV04417,Sinh viên 4417,0935642620,Hạ Long 4417,NN4,NN,27/10/2000,Nam,
4418,SV04418,Sinh viên 4418,0968372232,Hạ Long 4418,NN5,NN,27/02/2003,Nữ,
4419,SV04419,Sinh viên 4419,0911691765,Hạ Long 4419,NN5,NN,13/01/2000,Nam,
4420,SV04420,Sinh viên 4420,0990995872,Hạ Long 4420,QTKD5,QTKD,11/02/2004,Nam,
4421,SV04421,Sinh viên 4421,0982929241,Hạ Long 4421,NN5,NN,09/02/2003,Nam,
4422,SV04422,Sinh viên 4422,0970905516,Hạ Long 4422,QTKD1,QTKD,03/07/2003,Nam,
4423,SV04423,Sinh viên 4423,0997698896,Hạ Long 4423,CNTT1,CNTT,17/01/2005,Nữ,
4424,SV04424,Sinh viên 4424,0970366124,Hạ Long 4424,DL5,DL,25/10/2004,Nữ,
4425,SV04425,Sinh viên 4425,0944859671,Hạ Long 4425,KT1,KT,03/10/2004,Nam,
4426,SV04426,Sinh viên 4426,0999762723,Hạ Long 4426,QTKD1,QTKD,26/09/2005,Nam,
4427,SV04427,Sinh viên 4427,0945015214,Hạ Long 4427,QTKD1,QTKD,11/03/2002,Nữ,
4428,SV04428,Sinh viên 4428,0968700472,Hạ Long 4428,CNTT5,CNTT,01/12/2004,Nữ,
4429,SV04429,Sinh viên 4429,0942195727,Hạ Long 4429,NN1,NN,19/08/2002,Nam,
4430,SV04430,Sinh viên 4430,0955174882,Hạ Long 4430,KT5,KT,26/05/2003,Nữ,
4431,SV04431,Sinh viên 4431,0968161163,Hạ Long 4431,CNTT2,CNTT,18/08/2004,Nam,
4432,SV04432,Sinh viên 4432,0991909150,Hạ Long 4432,QTKD1,QTKD,08/07/2000,Nam,
4433,SV04433,Sinh viên 4433,0913602169,Hạ Long 4433,KT5,KT,14/05/2005,Nam,
4434,SV04434,Sinh viên 4434,0927081215,Hạ Long 4434,NN4,NN,07/08/2001,Nữ,
4435,SV04435,Sinh viên 4435,0976540184,Hạ Long 4435,DL1,DL,07/02/2001,Nữ,
4436,SV04436,Sinh viên 4436,0926139129,Hạ Long 4436,DL1,DL,18/02/2001,Nữ,
4437,SV04437,Sinh viên 4437,0983314763,Hạ Long 4437,NN4,NN,17/12/2002,Nữ,
4438,SV04438,Sinh viên 4438,0984781494,Hạ Long 4438,CNTT3,CNTT,27/03/2003,Nữ,
4439,SV04439,Sinh viên 4439,0966829639,Hạ Long 4439,DL4,DL,09/01/2000,Nữ,
4440,SV04440,Sinh viên 4440,0979858710,Hạ Long 4440,DL2,DL,11/02/2002,Nữ,
4441,SV04441,Sinh viên 4441,0968616108,Hạ Long 4441,CNTT4,CNTT,14/12/2004,Nam,
4442,SV04442,Sinh viên 4442,0911947296,Hạ Long 4442,DL5,DL,20/01/2001,Nữ,
4443,SV04443,Sinh viên 4443,0944479827,Hạ Long 4443,CNTT4,CNTT,10/06/2003,Nữ,
4444,SV04444,Sinh viên 4444,0945548139,Hạ Long 4444,KT3,KT,22/05/2003,Nữ,
4445,SV04445,Sinh viên 4445,0960164955,Hạ Long 4445,CNTT2,CNTT,12/02/2005,Nam,
4446,SV04446,Sinh viên 4446,0966554948,Hạ Long 4446,DL3,DL,14/02/2000,Nam,
4447,SV04447,Sinh viên 4447,0989454737,Hạ Long 4447,QTKD3,QTKD,18/06/2001,Nữ,
4448,SV04448,Sinh viên 4448,0910032019,Hạ Long 4448,CNTT2,CNTT,20/10/2004,Nữ,
4449,SV04449,Sinh viên 4449,0923968601,Hạ Long 4449,QTKD2,QTKD,02/03/2002,Nữ,
4450,SV04450,Sinh viên 4450,0969332373,Hạ Long 4450,KT1,KT,04/08/2001,Nữ,
4451,SV04451,Sinh viên 4451,0917934733,Hạ Long 4451,CNTT4,CNTT,20/02/2005,Nữ,
4452,SV04452,Sinh viên 4452,0923821029,Hạ Long 4452,NN3,NN,02/02/2005,Nam,
4453,SV04453,Sinh viên 4453,0981450522,Hạ Long 4453,DL5,DL,04/01/2003,Nữ,
4454,SV04454,Sinh viên 4454,0991107553,Hạ Long 4454,QTKD4,QTKD,06/03/2001,Nữ,
4455,SV04455,Sinh viên 4455,0983087325,Hạ Long 4455,QTKD4,QTKD,09/09/2005,Nữ,
4456,SV04456,Sinh viên 4456,0978702982,Hạ Long 4456,NN1,NN,24/10/2004,Nữ,
4457,SV04457,Sinh viên 4457,0985483129,Hạ Long 4457,NN3,NN,18/01/2004,Nữ,
4458,SV04458,Sinh viên 4458,0946931528,Hạ Long 4458,KT5,KT,11/01/2005,Nữ,
4459,SV04459,Sinh viên 4459,0987963295,Hạ Long 4459,KT4,KT,28/06/2003,Nữ,
4460,SV04460,Sinh viên 4460,0993142923,Hạ Long 4460,DL4,DL,22/10/2000,Nam,
